Id,SalePrice,LotArea,TotalSF,TotalBath,BedroomAbvGr,GarageCars,WoodDeckSF,YearBuilt,YearRemodAdd
491,115000,2665,1568,1.5,3,1,141,1976,1976
492,133000,9490,2384,1,3,1,0,1941,1950
493,172785,15578,2184,2.5,3,2,0,2006,2006
494,155000,7931,2538,1.5,3,1,0,1960,1960
495,91300,5784,1076,1,2,1,144,1938,1996
496,34900,7879,1440,1,2,0,0,1920,1950
497,430000,12692,6428,3,4,2,264,1992,1993
498,184000,9120,2846,2,4,1,0,1925,1950
499,130000,7800,1763,1,3,1,64,1967,2004
500,120000,7535,1824,1,2,1,12,1958,1985
501,113000,1890,1890,1.5,3,1,144,1973,1973
502,226700,9803,2634,2.5,3,2,0,2005,2005
503,140000,9170,2428,1,2,2,0,1965,1965
504,289000,15602,3302,2,1,2,0,1959,1997
505,147000,2308,2177,2.5,3,2,260,1974,1974
506,124500,7596,2920,2,4,2,0,1952,1952
507,215000,9554,2688,2.5,3,2,182,1993,1994
508,208300,7862,2436,2,2,2,0,2009,2009
509,161000,9600,2067,2,3,2,0,1928,2005
510,124500,9600,2082,1,3,1,224,1959,1959
511,164900,14559,2371,1,2,1,324,1951,2000
512,202665,6792,2736,2,2,2,132,2005,2006
513,129900,9100,1728,1,3,2,0,1958,1958
514,134000,9187,2164,1.5,3,2,120,1983,1983
515,96500,10594,1557,1,2,1,0,1926,1950
516,402861,12220,4026,2.5,3,3,156,2009,2009
517,158000,10448,2808,2.5,3,2,0,1972,1972
518,265000,10208,3608,2.5,3,3,220,1996,1997
519,211000,9531,2590,2.5,3,2,0,1998,1998
520,234000,10918,3356,1.5,3,1,0,1926,2004
521,106250,10800,1294,2,3,0,220,1900,2000
522,150000,11988,2488,1.5,3,1,0,1957,1957
523,159000,5000,2668,2,3,2,0,1947,1950
524,184750,40094,7814,3.5,3,3,208,2007,2008
525,315750,11787,3777,2.5,3,3,239,1996,1997
526,176000,7500,2523,2,3,2,38,2005,2005
527,132000,13300,1856,1,2,1,261,1956,2000
528,446261,14948,4165,2.5,3,3,126,2008,2008
529,86000,9098,1133,1,2,0,0,1920,2002
530,200624,32668,4550,3,4,2,0,1957,1975
531,175000,10200,2970,2,3,2,224,1988,1989
532,128000,6155,1973,2,3,2,0,1920,1999
533,107500,7200,827,1,2,1,0,1955,2007
534,39300,5000,334,1,1,0,0,1946,1950
535,178000,9056,2121,2.5,3,2,100,2004,2004
536,107500,7000,2464,1,3,0,85,1910,1991
537,188000,8924,2604,2.5,3,2,120,1998,1999
538,111250,12735,1728,1,3,2,216,1972,1972
539,158000,11553,2210,1.5,3,1,466,1968,1968
540,272000,11423,3182,2,3,2,180,2001,2002
541,315000,14601,3676,2,2,3,270,2006,2006
542,248000,11000,3254,2.5,4,3,0,2000,2000
543,213250,10140,3330,2,3,2,78,1998,1999
544,133000,4058,1490,1,1,1,120,1998,1998
545,179665,17104,2150,2.5,3,2,100,2006,2006
546,229000,13837,3387,2.5,4,3,0,1988,1988
547,210000,8737,2700,1.5,3,2,0,1923,1950
548,129500,7244,1536,1,2,2,104,1970,1970
549,125000,8235,1650,1,2,2,140,1955,1995
550,263000,9375,3006,2.5,4,2,182,2003,2004
551,140000,4043,2138,2,2,2,0,1977,1977
552,112500,6000,1856,1,3,1,0,1957,1957
553,255500,11146,3426,2,3,3,169,2006,2006
554,108000,8777,1126,2,2,2,0,1949,2003
555,284000,10625,3044,2.5,3,3,320,2003,2004
556,113000,6380,2041,1,2,1,0,1922,1950
557,141000,14850,2184,1,2,1,268,1957,1957
558,108000,11040,1973,1.5,3,1,0,1920,1950
559,175000,21872,2175,2.5,3,2,264,1996,1997
560,234000,3196,2931,2,2,2,143,2003,2004
561,121500,11341,2784,1.5,3,2,0,1957,1996
562,170000,10010,2778,1,2,2,240,1974,1975
563,108000,13907,1992,1,3,0,144,1940,1969
564,185000,21780,2837,2,4,2,72,1918,1950
565,268000,13346,3390,2.5,4,2,0,1992,2000
566,128000,6858,2453,1.5,4,1,0,1915,1950
567,325000,11198,3626,2.5,4,3,144,2005,2007
568,214000,10171,3052,2,3,2,0,2004,2004
569,316600,12327,3628,1.5,1,2,349,1983,2009
570,135960,7032,1886,1,2,2,42,1979,1979
571,142600,13101,3456,2,6,2,0,1965,1965
572,120000,7332,1728,1,2,1,168,1959,1959
573,224500,13159,2538,2.5,3,2,208,2009,2009
574,170000,9967,1814,2.5,3,2,100,2000,2000
575,139000,10500,1481,1,3,1,35,1971,2005
576,118500,8480,2048,1,2,1,158,1947,1950
577,145000,6292,2338,2,3,1,0,1928,1950
578,164500,11777,2484,1,3,2,160,1966,1966
579,146000,3604,2081,2,2,2,0,2007,2007
580,131500,12150,2845,2,4,1,0,1954,1954
581,181900,14585,2573,1,3,2,216,1960,1987
582,253293,12704,4084,2.5,3,3,0,2008,2009
583,118500,11841,1632,1,3,0,0,1990,1990
584,325000,13500,4012,3.5,3,2,105,1893,2000
585,133000,6120,2457,1,3,1,0,1935,1995
586,369900,11443,3896,2,2,3,326,2005,2006
587,130000,10267,1654,1,2,1,0,1918,2000
588,137000,8740,1700,1,2,2,0,1982,1982
589,143000,25095,2910,1,1,1,0,1968,2003
590,79500,9100,1521,1,2,1,0,1930,1960
591,185900,8320,2352,2.5,3,2,0,2004,2004
592,451950,13478,4018,2.5,3,3,382,2008,2008
593,138000,6600,1632,1,2,2,0,1982,2003
594,140000,4435,1696,1,1,2,140,2003,2003
595,110000,7990,1848,1,3,1,0,1975,1975
596,319000,11302,3640,2,3,3,180,2005,2006
597,114504,3600,2052,1,3,1,0,1910,1993
598,194201,3922,2660,1,2,3,120,2006,2007
599,217500,12984,3077,2,3,2,0,1977,1977
600,151000,1950,2272,2.5,3,2,161,1980,1980
601,275000,10927,2962,2.5,3,2,179,2005,2005
602,141000,9000,2155,1.5,3,1,0,1937,1950
603,220000,10041,2823,2.5,3,2,120,1992,1992
604,151000,3182,1800,2.5,2,2,0,2004,2005
605,221000,12803,2988,2,3,2,192,2002,2002
606,205000,13600,2754,2.5,3,2,0,1965,1990
607,152000,12464,2080,1,3,2,168,1996,1996
608,225000,7800,2904,3,3,1,103,1948,2002
609,359100,12168,4159,2.5,4,2,0,1934,1998
610,118500,7943,2058,1,3,1,64,1961,1961
611,313000,11050,3593,2.5,3,3,253,2000,2000
612,148000,10395,2064,2,3,2,0,1978,1978
613,261500,11885,3171,2.5,3,2,160,2001,2001
614,147000,8402,2240,1,3,0,0,2007,2007
615,75500,1491,1260,1,1,0,96,1972,1972
616,137500,8800,1990,1,3,2,120,1963,1963
617,183200,7861,2292,2.5,3,2,100,2002,2003
618,105500,7227,1664,1,2,2,0,1954,1954
619,314813,11694,3650,2,3,3,0,2007,2007
620,305000,12244,3744,2.5,4,3,168,2003,2003
621,67000,8248,1728,1,2,0,0,1914,1950
622,240000,10800,4136,2.5,4,2,38,1974,1997
623,135000,7064,1960,1,3,2,192,1977,1977
624,168500,2117,2268,2.5,2,2,0,2000,2000
625,165150,10400,2522,2,4,2,148,1972,1972
626,160000,10000,2232,1.5,3,2,0,1962,1962
627,139900,12342,2400,1,3,1,0,1960,1978
628,153000,9600,2676,1,3,1,0,1955,1972
629,135000,11606,3120,2,5,2,335,1969,1969
630,168500,9020,2598,1.5,3,2,176,1964,1964
631,124000,9000,2386,1,3,1,0,1880,1991
632,209500,4590,3108,2,2,2,156,2006,2006
633,82500,11900,2797,2,3,2,192,1977,1977
634,139400,9250,2112,1,3,1,390,1954,2005
635,144000,6979,2112,0,0,2,264,1980,1980
636,200000,10896,4320,2,8,0,0,1914,1995
637,60000,6120,1064,1,1,0,0,1936,1950
638,93000,6000,2198,2,3,1,0,1954,1954
639,85000,8777,1592,1,2,0,328,1910,1950
640,264561,3982,3087,2,1,3,312,2006,2006
641,274000,12677,3036,1.5,1,2,185,2003,2004
642,226000,7050,2986,2.5,3,2,0,2001,2001
643,345000,13860,4656,2.5,4,2,269,1972,1995
644,152000,10793,2400,2.5,4,2,208,1969,1969
645,370878,9187,3532,2.5,2,3,195,2009,2009
646,143250,10530,1962,1.5,3,2,0,1971,1971
647,98300,7200,1048,1,3,2,0,1950,1950
648,155000,10452,2188,1,3,2,0,1953,1953
649,155000,7700,2595,1.5,4,2,0,1966,1966
650,84500,1936,1260,1,1,0,0,1970,1970
651,205950,8125,2478,2.5,3,2,0,2007,2007
652,108000,9084,2265,1,4,1,120,1940,1950
653,191000,8750,2596,2.5,2,2,0,1996,1996
654,135000,10320,2225,1,3,1,57,1906,1995
655,350000,10437,4222,2.5,2,3,236,1995,1995
656,88000,1680,1617,1.5,3,1,0,1971,1971
657,145500,10007,2106,1.5,3,1,0,1959,2006
658,149000,7200,2278,1.5,3,1,0,1931,2000
659,97500,17503,2370,1,3,1,192,1948,1950
660,167000,9937,2972,1,3,2,0,1964,1999
661,197900,12384,2728,2.5,3,2,0,1976,1976
662,402000,46589,4077,2.5,4,3,517,1994,2005
663,110000,13560,2784,1,2,2,0,1968,1968
664,137500,10012,2319,2,3,2,0,1972,1972
665,423000,20896,4174,1.5,1,3,192,2005,2006
666,230500,11194,3342,2.5,3,2,188,2000,2000
667,129000,18450,3401,2.5,3,2,0,1965,1979
668,193500,8125,3087,2,3,2,224,1994,1998
669,168000,14175,2625,1.5,3,2,304,1956,1987
670,137500,11600,1880,1,2,1,0,1922,1950
671,173500,8633,2214,2.5,3,2,100,2005,2005
672,103600,6629,2041,2,3,1,147,1925,1950
673,165000,11250,2416,1.5,3,2,198,1977,1977
674,257500,14442,3316,2,3,2,0,1957,2004
675,140000,9200,2272,1,3,1,426,1965,1965
676,148500,2289,2296,2.5,3,2,28,1978,1978
677,87000,9600,2869,2,4,3,0,1900,1950
678,109500,9022,1560,1,2,1,316,1924,2006
679,372500,11844,4092,2.5,3,3,322,2008,2008
680,128500,9945,1976,1,3,2,0,1961,1961
681,143000,8012,1846,2,2,1,80,1980,1980
682,159434,4500,2313,1,3,1,0,1932,2000
683,173000,2887,2582,1,2,2,307,1996,1997
684,285000,11248,3294,2,3,3,257,2002,2002
685,221000,16770,3034,2.5,4,2,0,1998,1998
686,207500,5062,3280,2,3,2,219,1984,1984
687,227875,10207,2635,3,3,2,144,2007,2007
688,148800,5105,1653,2.5,2,2,0,2004,2004
689,392000,8089,2838,2,2,2,140,2007,2007
690,194700,7577,2724,2,2,2,192,2005,2006
691,141000,4426,1696,1,1,2,149,2004,2004
692,755000,21535,6760,3.5,4,3,382,1994,1995
693,335000,26178,3729,2.5,4,2,320,1989,1990
694,108480,5400,2146,1,2,1,0,1921,1968
695,141500,6120,2466,1.5,3,2,112,1936,1950
696,176000,13811,2249,2,2,2,125,1987,1987
697,89000,6000,1232,1,2,1,0,1921,1950
698,123500,6420,2128,1,2,1,0,1952,1952
699,138500,8450,1788,1,3,1,416,1965,2009
700,196000,4282,2782,2,2,2,156,2004,2004
701,312500,14331,3600,2,3,3,270,2002,2002
702,140000,9600,2328,1.5,3,2,0,1969,1969
703,361919,12438,3810,2.5,4,3,324,2006,2006
704,140000,7630,2172,2,4,2,344,1900,1996
705,213000,8400,2957,2,3,2,0,2004,2005
706,55000,5600,1092,2,3,0,0,1930,1950
707,302000,115149,3467,2,2,2,380,1971,2002
708,254000,6240,2648,2,2,2,192,2006,2006
709,179540,9018,2184,2.5,3,2,100,2007,2007
710,109900,7162,1780,1,3,1,0,1966,1966
711,52000,4130,999,1,2,0,0,1935,2003
712,102776,8712,2037,1,2,1,68,1900,1950
713,189000,4671,2456,2,2,2,168,1988,1989
714,129000,9873,1920,1,3,2,0,1970,1970
715,130500,13517,2204,2.5,3,2,0,1976,2005
716,165000,10140,2414,2,3,2,0,1974,1974
717,159500,10800,3272,1.5,3,2,0,1890,1998
718,157000,10000,2354,1.5,3,2,224,1973,2000
719,341000,10542,3729,2.5,3,3,250,1993,1994
720,128500,9920,1942,1.5,3,1,0,1969,1969
721,275000,6563,3484,2,2,2,114,1985,1985
722,143000,4426,1696,1,1,2,160,2004,2004
723,124500,8120,1728,1,3,2,0,1970,1970
724,135000,8172,2411,2,4,1,0,1954,1972
725,320000,13286,3396,2,3,3,327,2007,2008
726,120500,6960,1728,1,3,2,96,1970,1970
727,222000,21695,2560,2,3,2,292,1988,2007
728,194500,7314,2464,2,2,2,132,2007,2007
729,110000,11475,3360,2,4,3,0,1958,1958
730,103000,6240,1628,1,2,2,0,1925,1950
731,236500,5389,3211,2,2,2,237,1995,1996
732,187500,9590,2014,2,3,2,160,2003,2003
733,222500,11404,3184,2.5,3,2,192,1998,1999
734,131400,10000,2008,1,3,1,165,1961,1983
735,108000,8978,1896,1,3,1,147,1968,1968
736,163000,10800,2648,1.5,2,2,0,1914,1970
737,93500,8544,1040,2,2,2,0,1950,1950
738,239900,10463,2694,2.5,3,3,0,2005,2005
739,179000,10800,2400,3,3,0,120,1987,1988
740,190000,9313,2592,2.5,3,2,187,2004,2004
741,132000,9600,1696,2,2,2,270,1910,2002
742,142000,6768,1824,1,3,1,168,1961,1996
743,179000,8450,2698,2,3,2,120,2000,2001
744,175000,12886,1984,2,3,2,302,1963,1999
745,180000,5395,2674,2,2,2,96,1993,1993
746,299800,8963,3857,3.5,4,2,0,1976,1996
747,236000,8795,3208,2.5,4,2,224,2000,2000
748,265979,11700,3880,1.5,4,4,181,1880,2003
749,260400,10593,3440,2,3,2,240,1996,1996
750,98000,8405,1529,2,4,1,92,1945,1950
751,96500,8800,1716,1,3,0,0,1910,2004
752,162000,7750,1980,2.5,3,2,0,2003,2003
753,217000,9236,2973,2,3,2,168,1997,1997
754,275500,10240,3128,2.5,3,3,192,2005,2005
755,156000,7930,2052,1,3,2,171,1969,2005
756,172500,3230,2200,2.5,3,2,0,1999,1999
757,212000,10769,2634,2.5,3,2,144,2007,2007
758,158900,11616,2058,2.5,3,2,335,1978,1978
759,179400,2280,2245,2.5,3,2,0,1999,1999
760,290000,12257,3849,2.5,4,3,222,1995,1995
761,127500,9100,1728,1,2,1,0,1959,1959
762,100000,6911,2446,1,2,2,0,1924,1950
763,215200,8640,2303,2.5,3,2,169,2009,2009
764,337000,9430,3617,2.5,3,3,0,1999,1999
765,270000,9549,2988,1.5,2,2,0,1995,1996
766,264132,14587,3004,2,2,2,0,2008,2008
767,196500,10421,2694,2.5,3,2,228,1988,1988
768,160000,12508,2733,2,4,1,245,1940,1985
769,216837,9100,3696,2,3,2,120,2004,2005
770,538000,53504,4929,3.5,4,3,503,2003,2003
771,134900,7252,1716,1,2,2,120,1982,1982
772,102000,8877,2056,1,2,2,0,1951,1951
773,107000,7819,2146,1,3,2,144,1976,1976
774,114500,10150,1824,1,2,1,0,1958,1958
775,395000,14226,3908,2,3,3,315,2006,2006
776,162000,4500,2408,2,2,2,0,1998,1998
777,221500,11210,3228,2,3,3,144,2005,2006
778,142500,13350,1758,1,3,2,241,1974,1974
779,144000,8400,2020,2,4,2,0,1977,1977
780,135000,10530,1979,1,2,2,0,1977,1977
781,176000,7875,2490,2,3,2,220,1995,1996
782,175900,7153,2364,2.5,3,2,0,1992,1992
783,187100,16285,2843,2,3,2,0,2001,2002
784,165500,9101,2207,1,1,2,303,1978,1978
785,128000,6300,2226,2,3,0,0,1914,2001
786,161500,9790,2714,2,3,2,0,1967,1967
787,139000,10800,2338,2,4,1,0,1915,1950
788,233000,10142,3040,2.5,4,2,0,2004,2004
789,107900,6000,1802,1,2,1,0,1954,2000
790,187500,12205,2919,2.5,5,2,133,1966,2007
791,160200,3182,2290,2,2,2,100,2005,2006
792,146800,11333,2091,1,3,2,120,1976,1976
793,269790,9920,3130,2.5,3,2,180,1996,1997
794,225000,9158,2992,2,3,2,168,2007,2007
795,194500,10832,2607,2.5,3,2,143,1994,1996
796,171000,8400,2214,2.5,3,2,0,1980,1981
797,143500,8197,1945,1.5,3,2,138,1977,1977
798,110000,7677,1546,1,2,1,0,1953,1953
799,485000,13518,5066,3.5,4,3,144,2008,2009
800,175000,7200,2499,1.5,3,1,0,1937,1950
801,200000,12798,2304,2.5,4,2,403,1997,1997
802,109900,4800,2392,1,2,2,0,1916,1990
803,189000,8199,2184,2.5,3,2,36,2005,2005
804,582933,13891,4556,3.5,4,3,52,2008,2009
805,118000,9000,2064,1,2,1,0,1954,1954
806,227680,12274,2845,2,3,2,0,2008,2008
807,135500,9750,1960,2,3,1,68,1967,1967
808,223500,21384,2900,1.5,3,2,0,1923,2004
809,159950,13400,2110,1,3,2,0,1966,1966
810,106000,8100,2987,2,2,2,40,1898,1965
811,181000,10140,2349,1.5,3,2,265,1974,1999
812,144500,4438,1696,1,1,2,140,2004,2004
813,55993,8712,1584,1,2,2,0,1952,1952
814,157900,9750,2884,1.5,4,1,0,1958,1958
815,116000,8248,1936,1.5,3,1,207,1918,1950
816,224900,12137,3310,2,3,2,0,1998,1998
817,137000,11425,2016,1,2,1,0,1954,1954
818,271000,13265,3257,2,3,3,150,2002,2002
819,155000,8816,2062,1,3,2,0,1971,1971
820,224000,6371,2716,2,2,2,192,2009,2010
821,183000,7226,2438,2.5,3,2,0,2003,2003
822,93000,6000,1872,1,2,2,0,1953,1953
823,225000,12394,2580,2.5,3,2,100,2003,2003
824,139500,9900,2267,2,3,1,335,1940,1950
825,232600,11216,2978,2,3,2,0,2006,2006
826,385000,14803,4162,2,2,3,188,2007,2008
827,109500,6130,1568,1,2,0,0,1924,1950
828,189000,8529,2888,2,3,2,290,2001,2001
829,185000,28698,3139,2.5,3,2,486,1967,1967
830,147400,2544,1743,2.5,2,2,0,2005,2005
831,166000,11900,2784,1.5,3,2,0,1957,1957
832,151000,3180,1720,2.5,2,2,0,2005,2005
833,237000,9548,2770,2.5,3,2,192,2003,2003
834,167000,10004,3032,1.5,3,2,0,1964,1964
835,139950,7875,2288,1,3,2,0,1961,1961
836,128000,9600,2134,2,2,2,290,1950,1995
837,153500,8100,3118,1,2,2,0,1948,1973
838,100000,1680,1470,1.5,2,1,0,1973,1973
839,144000,9525,2198,1.5,3,1,278,1995,2006
840,130500,11767,1968,1,3,1,0,1946,1995
841,140000,12155,2154,2,4,1,0,1925,1950
842,157500,10440,2189,2,3,2,70,1904,2002
843,174900,9020,2292,1.5,3,2,0,1966,1966
844,141000,8000,3600,2,6,0,0,1961,1961
845,153900,12665,2292,1.5,4,3,418,1915,1950
846,171000,16647,3091,2,3,2,0,1975,1981
847,213000,9317,2515,2.5,3,2,234,1993,1993
848,133500,15523,1728,1,3,1,0,1972,1972
849,240000,45600,3265,3,5,2,486,1908,1997
850,187000,9600,2383,2.5,3,2,113,1976,1994
851,131500,4435,1696,1,1,2,140,2003,2003
852,215000,3196,2729,2,2,2,143,2003,2003
853,164000,7128,2564,2,4,1,0,1941,1950
854,158000,12095,2572,1.5,3,2,180,1964,1964
855,170000,17920,3542,1.5,3,2,0,1955,1974
856,127000,6897,2080,1.5,3,1,0,1962,2010
857,147000,10970,1966,1,3,2,0,1978,1978
858,174000,8125,2183,2.5,3,2,0,1994,1995
859,152000,10400,2460,2,3,2,0,1976,1976
860,250000,11029,3708,2.5,4,2,0,1968,1984
861,189950,7642,2338,1.5,3,1,0,1918,1998
862,131500,11625,2078,1.5,3,2,0,1965,1965
863,152000,9672,2137,2,3,2,0,1984,1985
864,132500,7931,2296,1,3,1,0,1959,1959
865,250580,8640,2744,2,3,2,0,2007,2008
866,148500,8750,2004,1,3,2,0,1970,1970
867,248900,10656,3284,2,3,3,192,2006,2007
868,129000,6970,2160,1.5,3,2,168,1961,1961
869,169000,14762,2267,2,2,2,120,1948,1950
870,236000,9938,2999,2.5,3,2,156,1993,1994
871,109500,6600,1788,1,2,1,0,1962,1962
872,200500,8750,2486,2.5,3,2,0,1998,1998
873,116000,8892,1015,1,3,2,196,1953,1996
874,133000,12144,1868,1,3,1,0,1949,1950
875,66500,5720,1807,1.5,3,1,26,1941,1950
876,303477,9000,3794,2.5,4,2,208,2007,2007
877,132250,25286,2104,1,3,2,0,1963,1963
878,350000,8834,3686,2.5,4,3,184,2004,2005
879,148000,11782,2264,1,3,2,192,1961,1995
880,136500,7000,1728,1,3,1,0,1978,2005
881,157000,7024,2180,1.5,2,2,0,2005,2006
882,187500,13758,2873,2.5,3,2,168,1990,1991
883,178000,9636,2401,2.5,3,2,342,1992,1993
884,118500,6204,2544,1,5,1,0,1912,1950
885,100000,7150,1784,1,3,1,0,1967,1967
886,328900,5119,3407,2,2,2,97,1999,2000
887,145000,8393,3338,2,4,2,272,1959,2005
888,135500,16466,2209,1.5,3,1,121,1955,1955
889,268000,15865,4434,2,4,2,81,1970,1970
890,149500,12160,3010,1,2,2,0,1953,1953
891,122900,8064,1596,1,3,2,0,1949,2006
892,172500,11184,2601,2.5,3,2,243,1978,1978
893,154500,8414,2127,1,3,1,192,1963,2003
894,165000,13284,2766,1,3,1,511,1954,1954
895,118858,7018,1535,2,4,2,0,1979,1979
896,140000,7056,2576,1.5,4,2,0,1963,1963
897,106500,8765,1902,1,2,1,0,1936,1950
898,142953,7018,2240,2,6,2,154,1979,1979
899,611657,12919,4694,2.5,2,3,0,2009,2010
900,135000,6993,2148,1,3,1,0,1961,1994
901,110000,7340,1716,1,2,1,0,1971,1971
902,153000,8712,2298,1,2,1,0,1957,2000
903,180000,7875,2292,2.5,3,2,0,2003,2003
904,240000,14859,3340,2,3,3,144,2006,2006
905,125500,6173,1778,1,3,1,0,1967,1967
906,128000,9920,2119,1,3,1,0,1954,1954
907,255000,13501,3259,2,3,3,0,2006,2006
908,250000,11500,3074,1.5,3,1,0,1936,1987
909,131000,8885,1766,1,2,2,164,1983,1983
910,174000,12589,2226,2.5,3,2,36,2005,2005
911,154300,11600,3379,2,5,2,0,1960,1960
912,143500,9286,2536,1.5,3,1,173,1977,1989
913,88000,6120,1783,1,3,1,0,1925,1950
914,145000,6270,3003,2,4,3,0,1949,1950
915,173733,3000,1836,2.5,2,2,0,2009,2009
916,75000,2001,1638,1.5,3,1,0,1970,1970
917,35311,9000,960,0,1,1,0,1949,1950
918,135000,17140,2363,1,3,1,0,1956,1956
919,238000,13125,3231,2.5,4,3,72,1991,1991
920,176500,11029,2598,1,3,2,0,1958,2002
921,201000,8462,2649,2.5,3,2,300,1994,1994
922,145900,8777,3472,3,4,0,0,1900,2003
923,169990,10237,2632,2,3,2,100,2005,2006
924,193000,8012,3221,2,2,2,0,1993,1994
925,207500,10240,3372,2,3,2,384,1980,1980
926,175000,15611,2252,2,3,2,180,1977,1977
927,285000,11999,3555,2.5,4,3,104,2003,2004
928,176000,9900,2810,2.5,4,2,0,1968,1968
929,236500,11838,3541,2,3,2,202,2001,2001
930,222000,13006,3200,2.5,4,2,0,1997,1997
931,201000,8925,2932,2,3,3,100,2007,2007
932,117500,9100,1850,1,2,1,0,1965,1965
933,320000,11670,3810,2,3,3,0,2006,2006
934,190000,8487,3000,2,3,2,192,2004,2004
935,242000,27650,2654,2,4,2,0,1960,2007
936,79900,5825,1347,1,1,2,0,1926,1953
937,184900,10083,2376,2,2,2,0,2003,2003
938,253000,9675,3084,2.5,3,2,0,2005,2005
939,239799,8760,3353,2.5,3,3,0,2006,2006
940,244400,24090,3435,2,4,1,56,1940,1950
941,150900,12640,3456,2,4,2,40,1976,1976
942,214000,8755,3052,2.5,3,2,0,1999,1999
943,150000,7711,2880,2,4,0,321,1977,1977
944,143000,25000,3264,2,4,2,0,1967,1967
945,137500,14375,2163,1,3,2,0,1958,1958
946,124900,8820,2837,1,2,2,48,1890,1996
947,143000,8163,2288,1,3,1,86,1959,1959
948,270000,14536,3245,2,3,3,0,2002,2003
949,192500,14006,2712,2.5,3,2,144,2002,2002
950,197500,9360,2542,1.5,3,2,0,1972,2006
951,129000,7200,1728,1,3,2,194,1950,2002
952,119900,7800,1793,1,3,1,421,1965,1965
953,133900,7200,1536,1,2,1,192,1972,2003
954,172000,11075,2752,2.5,4,2,305,1969,1969
955,127500,9400,1925,2,4,0,0,1975,1975
956,145000,7136,2937,2,4,2,0,1946,1950
957,124000,1300,1790,1.5,2,2,150,1980,1980
958,132000,7420,2114,1,3,2,0,1962,1962
959,185000,8450,2674,2,3,2,0,2003,2003
960,155000,2572,2112,2.5,3,2,0,1999,1999
961,116500,7207,1716,1,2,0,117,1958,2008
962,272000,12227,4202,2.5,4,2,550,1977,1995
963,155000,2308,2352,2.5,3,2,48,1976,1976
964,239000,11923,3600,2,2,2,288,2007,2007
965,214900,11316,2711,2.5,4,2,0,2002,2003
966,178900,10237,2267,2.5,3,2,0,2005,2007
967,160000,9600,2036,1.5,2,1,0,1940,1950
968,135000,7390,2196,1,3,1,0,1955,1955
969,37900,5925,1568,1,2,0,0,1910,1950
970,140000,10382,1683,1,2,1,0,1958,1958
971,135000,10800,1912,1.5,4,0,0,1949,1950
972,173000,2268,2390,2,2,2,0,2003,2004
973,99500,7892,1836,2,2,1,28,1979,1979
974,182000,11639,2856,2,3,2,0,2007,2008
975,167500,11414,2747,1,3,2,509,1910,1993
976,165000,2651,2055,2.5,3,2,153,2000,2000
977,85500,5900,1309,1,2,0,0,1923,1958
978,199900,4274,2482,1.5,1,2,0,2006,2007
979,110000,9450,1788,1,3,2,0,1954,1954
